;year;avgsentlen
rv0214;1958;14.2356763142351
rv1132;1949;14.3449854348731
rv1197;1953;13.8452476572959
rv0559;1942;17.5446623093682
rv1209;1963;11.4024795887511
rv1063;1968;13.1703296703297
rv0361;1922;22.0522018081073
rv0170;1905;24.2542093100033
rv0204;2006;41.2647849462366
rv1062;1962;13.3853658536585
rv1053;1923;19.4071914480078
rv1268;1964;12.7561327561328
rv1191;1960;13.0248642469277
rv0388;1923;21.5671292124707
rv0711;1928;22.2754901960784
rv0153;2003;24.8642533936652
rv1058;1967;13.8417828474863
rv0541;1953;12.5326187396045
rv0587;1912;19.18073089701
rv0686;1926;18.9236352161565
rv0543;1947;12.9724177287426
rv0777;1908;20.6188089622642
rv1035;1963;13.9947631516306
rv0182;1951;18.7168662870607
rv1274;2002;16.7715231788079
rv1103;1971;12.2225741913971
rv1198;1976;13.5351256200992
rv1143;1921;16.7108792846498
rv0694;1979;44.6325167037862
rv0685;1919;18.5461658841941
rv0173;1909;19.2211506849315
rv0673;1987;16.2262874978325
rv0224;1926;19.7217462932455
rv0701;1923;19.0087591240876
rv1047;1917;20.6848171701113
rv0713;1929;15.0771513353116
rv1074;1981;13.7691065662002
rv0507;2002;16.7766379880874
rv1147;1931;15.4156670746634
rv1203;1961;12.6844336765597
rv1272;1998;10.3106293706294
rv0688;1905;23.7784963621665
rv0539;1948;14.9238712776177
rv0603;1912;17.7295434969854
rv0560;1960;24.2595328884652
rv1204;1956;13.6851604278075
rv0546;1933;14.9703275055405
rv1010;2004;18.6222005842259
rv0218;1953;13.4040570175439
rv0796;2007;14.2988505747126
rv0903;1929;20.5391513560805
rv0515;2002;41.7339346110485
rv0775;1908;21.6158696794535
rv1011;2010;22.8149236192714
rv0537;1958;19.1434426229508
rv1242;2012;18.5722599418041
rv1038;1912;14.6227082663236
rv0229;1986;15.8671277757554
rv1036;1962;16.2763127187865
rv0810;1999;21.6174542945843
rv0675;1999;15.2160456730769
rv1017;1997;21.1763674614306
rv1205;1956;15.0075867052023
rv0509;2006;15.6321893867175
rv1228;1957;12.4665643499233
rv1249;1994;20.2372413793103
rv0508;2004;15.0010486577181
rv0162;1923;36.0901960784314
rv1060;1971;13.7912539260691
rv0486;1900;18.7408293460925
rv0523;2004;15.4728384279476
rv0579;1912;19.9149860378529
rv0709;1941;15.366787718719
rv0126;1975;29.5069124423963
rv0545;1947;11.6177156177156
rv1052;1917;17.9170692431562
rv0322;1902;18.9202211690363
rv0387;1908;26.1904761904762
rv0492;1937;17.2566069118462
rv1252;1958;11.2726574500768
rv1055;1923;19.5121124031008
rv1250;1951;12.503480799461
rv0584;1913;17.6770017035775
rv1281;1953;20.2191235059761
rv0854;1913;42.5855119825708
rv0667;1981;14.5011852353539
rv0578;1911;18.7320219284102
rv0689;1997;12.5775446555146
rv0362;1928;21.4245960502693
rv1040;1934;13.4853527068198
rv0531;1982;30.2548309178744
rv0684;1972;12.8327402135231
rv1096;1986;13.5098039215686
rv1122;1909;19.2170953101362
rv1234;1979;20.3384390955507
rv0851;1913;44.7888792354474
rv0680;1964;13.471887989499
rv1042;1907;15.8347789295536
rv1206;1958;12.6681388012618
rv0806;1973;12.6150827025512
rv1267;1969;13.689759738745
rv0206;1910;19.6649977241693
rv0123;1995;19.7409246044058
rv1208;1956;14.7316058861164
rv0235;1988;16.7954070981211
rv0779;1911;17.942720219078
rv1193;1953;14.3319581958196
rv0771;1904;19.8103800572129
rv0765;1928;18.2105004906771
rv0326;1913;18.6798245614035
rv1189;1957;15.9527927927928
rv1045;1941;13.4850299401198
rv1260;1987;12.5556740614334
rv0496;1967;24.6272613849033
rv0708;1909;16.8519855595668
rv0807;1993;17.8110599078341
rv0124;1992;21.3984993747395
rv0517;1985;18.6306695464363
rv0557;2003;12.4316586627263
rv1120;1903;19.5908016724232
rv1259;1952;11.6381378328929
rv1049;1914;17.4483031823584
rv1194;1954;14.1244158878505
rv1051;1925;16.0660412294778
rv0321;1912;17.6115748469672
rv0231;1996;15.2742230347349
rv0699;1980;24.7043921697648
rv1145;1927;14.7853595732941
rv0498;1985;16.2964848484848
rv0217;1969;8.88286649690797
rv1041;1911;14.2430484037075
rv0223;1937;19.4636454183267
rv0183;1947;18.7761557177616
rv0530;1994;30.1879535558781
rv0512;2014;14.7688263491573
rv0909;1936;20.8142235123367
rv1135;1956;12.4277070728145
rv0516;2009;50.6141479099678
rv1202;1971;12.2919200695048
rv1126;1917;19.1569992266048
rv0550;1939;14.0894716544543
rv0766;1928;14.8126603934987
rv0664;1968;17.5300713557594
rv0381;1928;25.0109090909091
rv1077;2000;16.4509803921569
rv0669;1968;14.8932666862687
rv1039;1935;14.1736049601417
rv0691;1998;14.1082702020202
rv1108;1978;14.7920921138388
rv0710;1922;21.3341221012778
rv0532;2005;11.3556528457378
rv0504;1932;16.6135265700483
rv0853;1913;39.3577851396119
rv1014;2011;20.9659163987138
rv0714;1939;14.6644336175396
rv1144;1917;15.464366944655
rv1187;1997;12.943700135481
rv0803;1974;15.3282122905028
rv0536;1944;10.6890976807178
rv0524;2010;16.8394495412844
rv1031;1966;17.5606354810238
rv1224;1950;13.9024390243902
rv0519;1997;42.9828414550446
rv0797;2009;16.184725848564
rv0220;1944;15.5348101265823
rv0552;1942;15.0761307657859
rv1106;1961;13.9747620101838
rv1081;1995;14.5934877475663
rv1182;2001;16.1293881644935
rv1142;1919;17.6709422792304
rv0790;1908;20.1491186279181
rv0200;1965;13.0455701153921
rv0535;2007;11.3251111429801
rv1137;1957;12.038267026298
rv1141;1920;14.8798449612403
rv1072;1972;10.7927560566083
rv0157;1920;31.3830069697975
rv0902;1919;15.953452587036
rv0158;1920;34.8699271592092
rv0241;1990;15.7086725663717
rv1266;1961;12.6788753237144
rv0179;1953;32.2894511149228
rv0186;1981;73.661081857348
rv1140;1916;15.3145994832041
rv0163;1925;38.1428149024246
rv0145;1900;23.2550346383116
rv1075;1996;15.8902671755725
rv0706;1934;16.2907507258399
rv0659;1969;17.3331348615659
rv0494;1943;21.8938775510204
rv1183;1999;14.3483228001945
rv0665;1970;18.5368289637953
rv0525;1936;16.3588315588316
rv0127;2002;27.2937853107345
rv0583;1913;20.338264170703
rv0672;1985;13.4416620803522
rv0187;1962;103.725880551302
rv0156;1920;41.4915758176412
rv1056;1925;15.8447517284727
rv0166;1978;40.7790786948177
rv1148;1931;14.975697569757
rv0556;1938;17.4373363262252
rv0690;1998;12.7793899911164
rv1240;2001;22.517229254571
rv1078;1998;12.412032816773
rv0180;1951;20.684355616816
rv1082;2007;12.3594681338835
rv0802;1992;14.6485972420352
rv1046;1933;13.7629245078953
rv0219;1952;13.7419736064605
rv1123;1911;16.5204460966543
rv0225;1950;20.0136490250696
rv0534;2001;11.3049864708156
rv0668;1973;14.1030095424517
rv0687;1934;19.6980718667835
rv0391;1923;21.3620810055866
rv1066;1949;13.6945319209848
rv1054;1907;21.3370763986365
rv0538;1950;12.242251223491
rv0778;1910;18.1718426501035
rv0208;1920;18.1799058953778
rv1195;1963;12.7991118077325
rv1099;2001;13.8002296211251
rv1136;1956;12.609098567818
rv1076;1976;15.9109518935517
rv0185;1973;38.3391061452514
rv0763;1922;17.4405310214034
rv0762;1922;16.8816101026046
rv0769;1936;17.5433473810957
rv0396;1913;21.8599153655333
rv0436;1933;18.9989664082687
rv1037;1909;15.6919488947475
rv1101;1950;14.1423111510791
rv1057;1972;13.3239611843742
rv0209;1998;37.5156599552573
rv0585;1911;18.2343851659076
rv0159;1921;33.7660477453581
rv0712;1907;20.3914188934889
